"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MP","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"MS","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"MT","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"NC","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"ND","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"NE","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"NH","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"NJ","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"NM","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"NV","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"NY","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"OH","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"OK","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"OR","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"PA","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"PR","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"RI","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"SC","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"SD","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"TN","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"TX","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"UT","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"VA","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"VI","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"VT","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"WA","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"WI","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"WV","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"WY","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"AK","Emergency Department","Head CT results","OP_23","38","","01/01/2014","12/31/2014"
"AL","Emergency Department","Head CT results","OP_23","57","","01/01/2014","12/31/2014"
"AR","Emergency Department","Head CT results","OP_23","66","","01/01/2014","12/31/2014"
"AS","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"AZ","Emergency Department","Head CT results","OP_23","67","","01/01/2014","12/31/2014"
"CA","Emergency Department","Head CT results","OP_23","63","","01/01/2014","12/31/2014"
"CO","Emergency Department","Head CT results","OP_23","71","","01/01/2014","12/31/2014"
"CT","Emergency Department","Head CT results","OP_23","71","","01/01/2014","12/31/2014"
"DC","Emergency Department","Head CT results","OP_23","50","","01/01/2014","12/31/2014"
"DE","Emergency Department","Head CT results","OP_23","62","","01/01/2014","12/31/2014"
"FL","Emergency Department","Head CT results","OP_23","68","","01/01/2014","12/31/2014"
"GA","Emergency Department","Head CT results","OP_23","57","","01/01/2014","12/31/2014"
"GU","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"HI","Emergency Department","Head CT results","OP_23","51","","01/01/2014","12/31/2014"
"IA","Emergency Department","Head CT results","OP_23","64","","01/01/2014","12/31/2014"
"ID","Emergency Department","Head CT results","OP_23","40","","01/01/2014","12/31/2014"
"IL","Emergency Department","Head CT results","OP_23","71","","01/01/2014","12/31/2014"
"IN","Emergency Department","Head CT results","OP_23","66","","01/01/2014","12/31/2014"
"KS","Emergency Department","Head CT results","OP_23","69","","01/01/2014","12/31/2014"
"KY","Emergency Department","Head CT results","OP_23","65","","01/01/2014","12/31/2014"
"LA","Emergency Department","Head CT results","OP_23","55","","01/01/2014","12/31/2014"
"MA","Emergency Department","Head CT results","OP_23","75","","01/01/2014","12/31/2014"
"MD","Emergency Department","Head CT results","OP_23","62","","01/01/2014","12/31/2014"
"ME","Emergency Department","Head CT results","OP_23","66","","01/01/2014","12/31/2014"
"MI","Emergency Department","Head CT results","OP_23","61","","01/01/2014","12/31/2014"
"MN","Emergency Department","Head CT results","OP_23","65","","01/01/2014","12/31/2014"
"MO","Emergency Department","Head CT results","OP_23","73","","01/01/2014","12/31/2014"
"MP","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"MS","Emergency Department","Head CT results","OP_23","67","","01/01/2014","12/31/2014"
"MT","Emergency Department","Head CT results","OP_23","39","","01/01/2014","12/31/2014"
"NC","Emergency Department","Head CT results","OP_23","67","","01/01/2014","12/31/2014"
"ND","Emergency Department","Head CT results","OP_23","42","","01/01/2014","12/31/2014"
"NE","Emergency Department","Head CT results","OP_23","64","","01/01/2014","12/31/2014"
"NH","Emergency Department","Head CT results","OP_23","74","","01/01/2014","12/31/2014"
"NJ","Emergency Department","Head CT results","OP_23","73","","01/01/2014","12/31/2014"
"NM","Emergency Department","Head CT results","OP_23","54","","01/01/2014","12/31/2014"
"NV","Emergency Department","Head CT results","OP_23","56","","01/01/2014","12/31/2014"
"NY","Emergency Department","Head CT results","OP_23","63","","01/01/2014","12/31/2014"
"OH","Emergency Department","Head CT results","OP_23","69","","01/01/2014","12/31/2014"
"OK","Emergency Department","Head CT results","OP_23","73","","01/01/2014","12/31/2014"
"OR","Emergency Department","Head CT results","OP_23","52","","01/01/2014","12/31/2014"
"PA","Emergency Department","Head CT results","OP_23","72","","01/01/2014","12/31/2014"
"PR","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","Head CT results","OP_23","68","","01/01/2014","12/31/2014"
"SC","Emergency Department","Head CT results","OP_23","68","","01/01/2014","12/31/2014"
"SD","Emergency Department","Head CT results","OP_23","61","","01/01/2014","12/31/2014"
"TN","Emergency Department","Head CT results","OP_23","63","","01/01/2014","12/31/2014"
"TX","Emergency Department","Head CT results","OP_23","63","","01/01/2014","12/31/2014"
"UT","Emergency Department","Head CT results","OP_23","60","","01/01/2014","12/31/2014"
"VA","Emergency Department","Head CT results","OP_23","69","","01/01/2014","12/31/2014"
"VI","Emergency Department","Head CT results","OP_23","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","Head CT results","OP_23","63","","01/01/2014","12/31/2014"
"WA","Emergency Department","Head CT results","OP_23","67","","01/01/2014","12/31/2014"
"WI","Emergency Department","Head CT results","OP_23","70","","01/01/2014","12/31/2014"
"WV","Emergency Department","Head CT results","OP_23","59","","01/01/2014","12/31/2014"
"WY","Emergency Department","Head CT results","OP_23","76","","01/01/2014","12/31/2014"
"AK","Preventive Care","Immunization for influenza","IMM_2","85","","10/01/2013","03/31/2014"
"AL","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2013","03/31/2014"
"AR","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"AS","Preventive Care","Immunization for influenza","IMM_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","03/31/2014"
"AZ","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2013","03/31/2014"
"CA","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2013","03/31/2014"
"CO","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"CT","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2013","03/31/2014"
"DC","Preventive Care","Immunization for influenza","IMM_2","90","","10/01/2013","03/31/2014"
"DE","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2013","03/31/2014"
"FL","Preventive Care","Immunization for influenza","IMM_2","97","","10/01/2013","03/31/2014"
"GA","Preventive Care","Immunization for influenza","IMM_2","90","","10/01/2013","03/31/2014"
"GU","Preventive Care","Immunization for influenza","IMM_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","03/31/2014"
"HI","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"IA","Preventive Care","Immunization for influenza","IMM_2","93","","10/01/2013","03/31/2014"
"ID","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2013","03/31/2014"
"IL","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"IN","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"KS","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2013","03/31/2014"
"KY","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2013","03/31/2014"
"LA","Preventive Care","Immunization for influenza","IMM_2","89","","10/01/2013","03/31/2014"
"MA","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"MD","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2013","03/31/2014"
"ME","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2013","03/31/2014"
"MI","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2013","03/31/2014"
"MN","Preventive Care","Immunization for influenza","IMM_2","90","","10/01/2013","03/31/2014"
"MO","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"MP","Preventive Care","Immunization for influenza","IMM_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","03/31/2014"
"MS","Preventive Care","Immunization for influenza","IMM_2","91","","10/01/2013","03/31/2014"
"MT","Preventive Care","Immunization for influenza","IMM_2","89","","10/01/2013","03/31/2014"
"NC","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2013","03/31/2014"
"ND","Preventive Care","Immunization for influenza","IMM_2","89","","10/01/2013","03/31/2014"
"NE","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2013","03/31/2014"
"NH","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2013","03/31/2014"
"NJ","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2013","03/31/2014"
"NM","Preventive Care","Immunization for influenza","IMM_2","88","","10/01/2013","03/31/2014"
"NV","Preventive Care","Immunization for influenza","IMM_2","97","","10/01/2013","03/31/2014"
"NY","Preventive Care","Immunization for influenza","IMM_2","90","","10/01/2013","03/31/2014"
"OH","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2013","03/31/2014"
"OK","Preventive Care","Immunization for influenza","IMM_2","92","","10/01/2013","03/31/2014"
"OR","Preventive Care","Immunization for influenza","IMM_2","87","","10/01/2013","03/31/2014"
"PA","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"PR","Preventive Care","Immunization for influenza","IMM_2","24","","10/01/2013","03/31/2014"
"RI","Preventive Care","Immunization for influenza","IMM_2","90","","10/01/2013","03/31/2014"
"SC","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2013","03/31/2014"
"SD","Preventive Care","Immunization for influenza","IMM_2","91","","10/01/2013","03/31/2014"
"TN","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"TX","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"UT","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2013","03/31/2014"
"VA","Preventive Care","Immunization for influenza","IMM_2","95","","10/01/2013","03/31/2014"
"VI","Preventive Care","Immunization for influenza","IMM_2","80","","10/01/2013","03/31/2014"
"VT","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2013","03/31/2014"
"WA","Preventive Care","Immunization for influenza","IMM_2","91","","10/01/2013","03/31/2014"
