ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,ASC6_SSChecklist,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Nervous_System,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date
Princess Ann Ambulatory Surgery Center,49C0001045,1740236454,Virginia Bea,VA,23456,YES,1447,19,1,62,1315,50,0,,01/01/2012,12/31/2012
"Colonial Heights Ambulatory Surgery Center, L.P.",49C0001056,1740428457,Colonial Hei,VA,23834,YES,1576,873,0,281,408,3,11,,01/01/2012,12/31/2012
"Fairlawn Surgery Center, LLC",49C0001051,1770802555,Roanoke,VA,24014,YES,368,368,0,0,0,0,0,,01/01/2012,12/31/2012
"Sentara Obici Ambulatory Surgery Center, LLC",49C0001050,1811101439,Suffolk,VA,23434,YES,2089,15,990,704,297,4,79,,01/01/2012,12/31/2012
Piedmont Day Surgery Center. Inc.,49C0001011,1821064031,Danville,VA,24541,YES,907,0,0,0,0,0,907,,01/01/2012,12/31/2012
"Regional Surgical Services, LLC",49C0001037,1851486328,Bluefield,VA,24605,YES,1131,0,963,0,168,0,0,,01/01/2012,12/31/2012
Peninsula Surgery Center,49C0001026,1871511758,Newport News,VA,23601,YES,2813,162,0,48,2546,57,0,,01/01/2012,12/31/2012
Culpeper Surgery Center,49C0001028,1902877509,Culpeper,VA,22701,YES,3248,1222,1004,769,142,45,66,,01/01/2012,12/31/2012
Skin Cancer Outpatient Surgical Hospital,49C0001038,1922049006,Vienna,VA,22182,YES,671,0,0,0,0,671,0,,01/01/2012,12/31/2012
"Lake Ridge Ambulatory Surgery Center, LLC",49C0001059,1972850808,Woodbridge,VA,22192,YES,1,0,0,0,1,0,0,,01/01/2012,12/31/2012
Northern Virginia Surgery Center,49C0001055,1982871935,Fairfax,VA,22033,YES,7542,2514,11,292,2488,973,1264,,01/01/2012,12/31/2012
"Vermont Eye Surgery & Laser Center, LLC",47C0001000,1831368356,S. Burlingto,VT,5403,YES,2000,0,2000,0,0,0,0,,01/01/2012,12/31/2012
Gateway ASC,50C0001272,1013138536,Everett,WA,98201,YES,2576,0,0,0,2486,1,89,,01/01/2012,12/31/2012
Washington Sports Medicine Associates Inc.,50C0001182,1033148192,Kirkland,WA,98034,YES,2092,0,0,0,2092,0,0,,01/01/2012,12/31/2012
Northwest Center for Plastic and Rehabilitative Surg,50C0001133,1033393012,Seattle,WA,98166,YES,106,0,1,0,5,100,0,,01/01/2012,12/31/2012
High Desert Surgery Center,50C0001281,1033399084,Kennewick,WA,99336,YES,719,0,0,146,572,1,0,,01/01/2012,12/31/2012
Southlake Clinic Inc. PS,50C0001138,1043368426,Renton,WA,98055,YES,6396,6396,0,0,0,0,0,,01/01/2012,12/31/2012
Skin Surgery Center,50C0001187,1043391188,Seattle,WA,98104,YES,551,0,0,0,0,551,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc., P.S.",50C0001149,1053418137,Richland,WA,99352,YES,6140,1784,0,3220,1117,19,0,,01/01/2012,12/31/2012
"The Plastic Surgicentre, Inc.",50C0001041,1083780662,Spokane,WA,99202,YES,86,0,0,0,0,86,0,,01/01/2012,12/31/2012
"Olympia Orthopaedic Associates, PLLC",50C0001209,1083785398,Olympia,WA,98502,YES,4768,0,0,2287,2475,6,0,,01/01/2012,12/31/2012
Tri-Cities Endoscopy Center,50C0001186,1093728800,Kennewick,WA,99336,YES,2582,2582,0,0,0,0,0,,01/01/2012,12/31/2012
"Northwest Foot and Ankle Associates, P.S.",50C0001166,1093836652,Seattle,WA,98115,YES,3,0,0,0,3,0,0,,01/01/2012,12/31/2012
Proliance Highlands Surgery Center,50C0001283,1093960700,Issaquah,WA,98029,YES,2621,0,8,218,2320,75,0,,01/01/2012,12/31/2012
Washington Orthopaedic Ambulatory Surgery Center,50C0001080,1134218167,Centralia,WA,98531,YES,899,0,0,0,899,0,0,,01/01/2012,12/31/2012
Seattle Skin Cancer Center,50C0001181,1134329956,Seattle,WA,98104,YES,788,0,0,0,0,788,0,,01/01/2012,12/31/2012
Harbor Plastic Surgery Center,50C0001291,1134354533,Gig Harbor,WA,98332,YES,586,0,0,0,0,586,0,,01/01/2012,12/31/2012
"Yakima Ambulatory Surgical Center, LLC",50C0001151,1144234543,Yakima,WA,98902,YES,1722,271,411,281,670,89,0,,01/01/2012,12/31/2012
The Everett Clinic Kemp Surgery Center,50C0001146,1154318103,Everett,WA,98201,YES,15683,13161,8,112,2022,15,365,,01/01/2012,12/31/2012
Virginia Mason Medical Center ASC - Lynnwood,50C0001207,1154460525,Lynnwood,WA,98036,YES,1966,1292,0,376,154,0,144,,01/01/2012,12/31/2012
Northwest Ambulatory Surgery Center,50C0001189,1164527933,Bellingham,WA,98226,YES,1801,0,0,1790,10,1,0,,01/01/2012,12/31/2012
Pacific Rim Outpatient Surgery Center,50C0001225,1184607061,Bellingham,WA,98225,YES,2883,83,1273,9,1397,115,6,,01/01/2012,12/31/2012
Eye Associates Northwest Surgery Center,50C0001014,1184689408,Seattle,WA,98107,YES,992,0,986,0,0,6,0,,01/01/2012,12/31/2012
"Mid-Columbia Endoscopy Center, LLC",50C0001087,1184926834,Kennewick,WA,99336,YES,2225,2225,0,0,0,0,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001296,1194047092,Bellingham,WA,98226,YES,411,0,411,0,0,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001235,1194727883,Lakewood,WA,98499,YES,2669,0,0,1288,1380,1,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001295,1215178835,Olympia,WA,98506,YES,1153,0,1153,0,0,0,0,,01/01/2012,12/31/2012
Valley Eye and Laser Surgery,50C0001237,1225230634,Renton,WA,98055,YES,2278,0,2221,0,0,57,0,,01/01/2012,12/31/2012
"Eye Associates Surgery Center, Inc.",50C0001279,1225252257,Mt. Vernon,WA,98274,YES,1534,0,1415,0,0,119,0,,01/01/2012,12/31/2012
Retina Laser Eye Center,50C0001236,1245358050,Kennewick,WA,99336,YES,858,0,858,0,0,0,0,,01/01/2012,12/31/2012
"Foot and Ankle Surgery Associates, Inc. PS",50C0001219,1255351714,Tumwater,WA,98512,YES,118,0,0,0,118,0,0,,01/01/2012,12/31/2012
Northwest Orthopaedic Specialists,50C0001233,1265401202,Spokane,WA,99204,YES,9210,0,0,5857,3346,7,0,,01/01/2012,12/31/2012
"Vancouver Ent and Ent of The Northwest, PLLC",50C0001162,1265527162,Vancouver,WA,98683,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
Columbia Point Gastroenterology,50C0001240,1265564371,Richland,WA,99352,YES,1485,1485,0,0,0,0,0,,01/01/2012,12/31/2012
"Neospine Puyallup Spine Center, LLC",50C0001213,1275510141,Puyallup,WA,98372,YES,1729,0,0,1680,49,0,0,,01/01/2012,12/31/2012
Wenatchee Valley Medical Center - Moses Lake ASC,50C0001132,1285741314,Moses Lake,WA,98837,YES,2248,1897,0,0,1,0,350,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001220,1295775369,Edmonds,WA,98026,YES,3276,43,1,1961,1264,7,0,,01/01/2012,12/31/2012
Sequim Same Day Surgery,50C0001001,1295790970,Sequim,WA,98382,YES,2532,466,0,1848,214,4,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001055,1306013925,Bellevue,WA,98004,YES,2139,0,2139,0,0,0,0,,01/01/2012,12/31/2012
"Digestive Disease and Endoscopy Center, PLLC",50C0001223,1306973235,Silverdale,WA,98383,YES,3735,3735,0,0,0,0,0,,01/01/2012,12/31/2012
South Sound Surgery Center,50C0001250,1316040405,Olympia,WA,98506,YES,999,0,114,0,0,280,605,,01/01/2012,12/31/2012
Cascade Valley Arlington Surgery Center,50C0001057,1316061765,Arlington,WA,98223,YES,661,646,0,1,6,7,1,,01/01/2012,12/31/2012
Northwest Eye Surgeons,50C0001018,1316947278,Seattle,WA,98133,YES,2380,0,2380,0,0,0,0,,01/01/2012,12/31/2012
"Minor & James Medical, PLLC",50C0001070,1326094491,Seattle,WA,98104,YES,180,0,0,23,152,5,0,,01/01/2012,12/31/2012
Virginia Mason Medical Center,50C0001066,1336288703,Issaquah,WA,98027,YES,1871,1871,0,0,0,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001244,1346289428,Seattle,WA,98103,YES,1440,0,0,250,1190,0,0,,01/01/2012,12/31/2012
"Ear, Nose, Throat, Facial Plastic Surgery and Allerg",50C0001298,1346493806,Enumclaw,WA,98022,YES,31,0,0,0,0,31,0,,01/01/2012,12/31/2012
Sound Eye & Laser,50C0001247,1356466932,Seattle,WA,98104,YES,233,0,233,0,0,0,0,,01/01/2012,12/31/2012
"Central Washington Podiatry Service, PLLC",50C0001129,1356520548,Yakima,WA,98902,YES,51,0,0,0,50,1,0,,01/01/2012,12/31/2012
Southwest Washington Regional Surgery Center,50C0001196,1366536880,Vancouver,WA,98662,YES,6836,595,12,4029,2151,49,0,,01/01/2012,12/31/2012
Eye Care Specialists Laser and Surgery Center,50C0001153,1376556514,Clarkston,WA,99403,YES,1209,0,1209,0,0,0,0,,01/01/2012,12/31/2012
Wenatchee Valley Medical Center - Omak ASC,50C0001141,1376650358,Omak,WA,98841,YES,1162,970,0,0,0,0,192,,01/01/2012,12/31/2012
"West Seattle-Highline Eye Clinic, LLC",50C0001256,1376667436,Seattle,WA,98106,YES,1647,0,1647,0,0,0,0,,01/01/2012,12/31/2012
Creekside Surgery Center,50C0001277,1376692129,Yakima,WA,98902,YES,103,0,0,0,103,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001231,1376727214,Burien,WA,98166,YES,381,16,2,48,302,13,0,,01/01/2012,12/31/2012
Puget Sound Gastroenterology,50C0001226,1386615912,Seattle,WA,98103,YES,2935,2935,0,0,0,0,0,,01/01/2012,12/31/2012
Peace Health - Phmg ASC,50C0001058,1396990701,Bellingham,WA,98225,YES,2736,2736,0,0,0,0,0,,01/01/2012,12/31/2012
"Wilson, Allen & Associates, PLLC",50C0001261,1417237512,Spokane,WA,99223,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
Western Washington Medical Group - The Endoscopy Cen,50C0001094,1427005313,Everett,WA,98208,YES,7097,7097,0,0,0,0,0,,01/01/2012,12/31/2012
Peninsula Endoscopy Center,50C0001228,1427017813,Gig Harbor,WA,98335,YES,3193,3193,0,0,0,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001222,1437105368,Mt. Vernon,WA,98274,YES,1018,0,0,442,574,2,0,,01/01/2012,12/31/2012
Pacific Medical Clinics,50C0001042,1437202249,Seattle,WA,98104,NO,6634,4068,0,0,2561,0,5,,01/01/2012,12/31/2012
Empire Eye Surgery Center,50C0001267,1437261880,Spokane,WA,99216,YES,860,0,860,0,0,0,0,,01/01/2012,12/31/2012
"Puget Sound Gastroenterology, PS",50C0001095,1447212337,Kirkland,WA,98034,YES,6776,6776,0,0,0,0,0,,01/01/2012,12/31/2012
Northwest Orthopaedic Surgeons,50C0001199,1457350712,Mt Vernon,WA,98273,YES,1797,0,0,1313,484,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001297,1457670648,Bellevue,WA,98004,YES,549,0,549,0,0,0,0,,01/01/2012,12/31/2012
Pinnacle Pain Services Inc.,50C0001232,1457695116,Bellingham,WA,98226,YES,137,0,0,137,0,0,0,,01/01/2012,12/31/2012
Surgery Center of Silverdale,50C0001270,1467515015,Silverdale,WA,98383,YES,2473,204,662,1363,236,8,0,,01/01/2012,12/31/2012
"Bellingham Urology Specialists, PLLC",50C0001274,1467537951,Bellingham,WA,98225,YES,1898,20,0,0,0,2,1876,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001198,1467629147,Tacoma,WA,98409,YES,2272,0,2272,0,0,0,0,,01/01/2012,12/31/2012
Inland Northwest Surgery Center,50C0001137,1467637116,Spokane Vall,WA,99206,YES,201,0,0,0,200,1,0,,01/01/2012,12/31/2012
Auburn Surgical Center,50C0001293,1467783233,Auburn,WA,98002,YES,32399,105,2,0,18263,14029,0,,01/01/2012,12/31/2012
Meridian Surgery Center,50C0001204,1477616936,Puyallup,WA,98372,YES,40,38,0,0,0,2,0,,01/01/2012,12/31/2012
"Spokane Ear, Nose and Throat Clinic P.S.",50C0001176,1477617751,Spokane,WA,99201,YES,11,1,3,0,1,6,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001011,1487821633,Chehalis,WA,98532,YES,2698,0,2698,0,0,0,0,,01/01/2012,12/31/2012
Northwest Ambulatory Physicians,50C0001170,1508068800,Richland,WA,99352,YES,3430,1473,0,1957,0,0,0,,01/01/2012,12/31/2012
Ehlers Eye Surgery,50C0001238,1518070879,Yakima,WA,98902,YES,2870,0,2870,0,0,0,0,,01/01/2012,12/31/2012
Sound Urological Associates,50C0001173,1528000155,Edmonds,WA,98072,YES,185,0,0,0,0,0,185,,01/01/2012,12/31/2012
"Overlake Ambulatory Surgery Center, LLC",50C0001185,1528145778,Bellevue,WA,98004,YES,3968,818,3,2544,594,9,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001201,1538336219,Yakima,WA,98902,YES,668,0,668,0,0,0,0,,01/01/2012,12/31/2012
Specialty Eye Care Centre,50C0001023,1538386743,Bellevue,WA,98004,YES,402,0,388,0,0,14,0,,01/01/2012,12/31/2012
"Gastroenterology Associates, PLLC",50C0001190,1548241623,Olympia,WA,98506,YES,7912,7912,0,0,0,0,0,,01/01/2012,12/31/2012
Northwest Eye Surgeons,50C0001159,1548260490,Sequim,WA,98382,YES,1858,0,1858,0,0,0,0,,01/01/2012,12/31/2012
Kruger Clinic Orthopaedics PLLC,50C0001092,1548324411,Edmonds,WA,98026,YES,2968,0,0,0,2968,0,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001192,1558538231,Silverdale,WA,98383,YES,1005,0,1005,0,0,0,0,,01/01/2012,12/31/2012
"Seattle Hand Surgery Group, PC",50C0001030,1588711162,Seattle,WA,98122,YES,2160,0,0,557,1525,78,0,,01/01/2012,12/31/2012
Valley Gastroenterology PS,50C0001171,1588743009,Spokane,WA,99216,YES,4218,4218,0,0,0,0,0,,01/01/2012,12/31/2012
"Northwest Endoscopy Center, LLC",50C0001082,1588765739,Bellingham,WA,98225,YES,7999,7999,0,0,0,0,0,,01/01/2012,12/31/2012
Spokane Digestive Disease Center,50C0001074,1588797807,Spokane,WA,99204,YES,11831,11831,0,0,0,0,0,,01/01/2012,12/31/2012
Salmon Creek Plastic Surgery,50C0001275,1588802466,Vancouver,WA,98685,YES,12,0,0,0,10,2,0,,01/01/2012,12/31/2012
Yakima Gastroenterology Associates,50C0001099,1588986681,Yakima,WA,98902,YES,7971,7971,0,0,0,0,0,,01/01/2012,12/31/2012
Advanced Endoscopy,50C0001292,1619108669,Vancouver,WA,98686,YES,2872,2872,0,0,0,0,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001076,1619144607,Kennewick,WA,99336,YES,3335,0,3335,0,0,0,0,,01/01/2012,12/31/2012
The Vancouver Clinic,50C0001152,1619149960,Vancouver,WA,98664,YES,10125,7495,9,1953,627,14,27,,01/01/2012,12/31/2012
Rainier Surgical Center,50C0001253,1629016555,Federal Way,WA,98003,YES,410,0,0,74,13,20,303,,01/01/2012,12/31/2012
Eye Associates Northwest Nordstrom Ambulatory Surgic,50C0001028,1639134497,Seattle,WA,98104,YES,1576,0,1495,0,0,81,0,,01/01/2012,12/31/2012
Arc of Bellingham,50C0001021,1639161086,Bellingham,WA,98225,YES,1155,57,925,34,82,57,0,,01/01/2012,12/31/2012
Cascade Surgery Center,50C0001168,1659337889,Auburn,WA,98002,YES,2285,0,0,1472,811,2,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001254,1659548329,Vancouver,WA,98686,YES,1301,0,1301,0,0,0,0,,01/01/2012,12/31/2012
Vancouver Eye Care Surgery and Laser Center,50C0001263,1669427043,Vancouver,WA,98683,YES,534,0,534,0,0,0,0,,01/01/2012,12/31/2012
"Eastside Endoscopy Center, PLLC",50C0001300,1679858849,Issaquah,WA,98027,YES,2289,2289,0,0,0,0,0,,01/01/2012,12/31/2012
"Aesthetic Eye Associates Ambulatory Surgery Center,",50C0001089,1689695231,Kirkland,WA,98033,YES,3336,0,3199,0,0,137,0,,01/01/2012,12/31/2012
Skin Surgery Center,50C0001239,1689755894,Bellevue,WA,98004,NO,592,0,0,0,0,592,0,,01/01/2012,12/31/2012
Virginia Mason Medical Center,50C0001271,1699702050,Bellevue,WA,98004,YES,1541,1315,0,0,0,0,226,,01/01/2012,12/31/2012
Cascade Laser & Surgery Center,50C0001134,1699817346,Puyallup,WA,98371,YES,1857,0,1857,0,0,0,0,,01/01/2012,12/31/2012
The Doctors Clinic,50C0001243,1700833357,Silverdale,WA,98383,YES,7045,3831,186,1671,1315,20,22,,01/01/2012,12/31/2012
Advanced Dermatology and Skin Surgery PLLC,50C0001140,1710952882,Spokane,WA,99212,YES,6283,0,0,0,0,6283,0,,01/01/2012,12/31/2012
Puget Sound Gastroenterology,50C0001130,1720059348,Seattle,WA,98133,YES,6039,6039,0,0,0,0,0,,01/01/2012,12/31/2012
Yakima Urology Surgery Center,50C0001150,1720075864,Yakima,WA,98902,YES,3340,3,0,0,0,0,3337,,01/01/2012,12/31/2012
Washington Urology Associates and Urogynecology,50C0001242,1730496092,Kirkland,WA,98034,YES,3701,0,0,0,0,0,3701,,01/01/2012,12/31/2012
Eastside Podiatry ASC,50C0001073,1740408293,Bellevue,WA,98004,YES,40,0,0,0,25,15,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001165,1750321006,Renton,WA,98055,YES,3013,0,0,1679,1332,2,0,,01/01/2012,12/31/2012
Hand and Wrist Surgery Center of Washington,50C0001216,1750401147,Seattle,WA,98155,YES,10,0,0,0,0,10,0,,01/01/2012,12/31/2012
"Longview Surgical Center, LLC",50C0001262,1750481453,Longview,WA,98632,YES,2984,1472,0,165,1148,3,196,,01/01/2012,12/31/2012
"Spokane  Valley Ears, Nose, & Throat, P.S.",50C0001289,1750521720,Spokane Vall,WA,99216,YES,23,0,8,0,0,15,0,,01/01/2012,12/31/2012
Pacific Northwest Eye Associates,50C0001299,1750663084,Tacoma,WA,98405,YES,2412,0,2412,0,0,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001174,1760421846,Everett,WA,98201,YES,1462,0,0,527,935,0,0,,01/01/2012,12/31/2012
Walla Walla Clinic ASC,50C0001172,1760568273,Walla Walla,WA,99362,YES,1883,1224,13,72,219,90,265,,01/01/2012,12/31/2012
"Ear, Nose, Throat, & Allergy Associates",50C0001169,1780610220,Puyallup,WA,98374,YES,65,0,0,0,0,65,0,,01/01/2012,12/31/2012
Olympia Eyeclinic Inc. P.S.,50C0001259,1780845826,Olympia,WA,98501,YES,1555,0,1555,0,0,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001218,1790724862,Kirkland,WA,98034,YES,1302,2,0,53,1243,4,0,,01/01/2012,12/31/2012
Puyallup Endoscopy Center,50C0001184,1790744175,Puyallup,WA,98371,YES,7153,7153,0,0,0,0,0,,01/01/2012,12/31/2012
Puget Sound Gastroenterology,50C0001157,1811914625,Edmonds,WA,98026,YES,4202,4202,0,0,0,0,0,,01/01/2012,12/31/2012
Laser and Surgery Center,50C0001257,1811932791,Lacey,WA,98503,YES,2625,0,2625,0,0,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001031,1811936990,Seattle,WA,98104,YES,6703,5,3154,997,2288,162,97,,01/01/2012,12/31/2012
South Hill Surgical Center,50C0001072,1811950298,Spokane,WA,99203,YES,68,0,0,0,68,0,0,,01/01/2012,12/31/2012
Olympia Multi-Specialty Clinic Ambulatory Procedure,50C0001128,1821101197,Olympia,WA,98502,YES,5591,5591,0,0,0,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001012,1821158544,Mt. Vernon,WA,98274,YES,1922,1094,0,0,223,605,0,,01/01/2012,12/31/2012
Evergreen Eye Surgery Center,50C0001131,1821167479,Federal Way,WA,98003,YES,3529,0,3521,0,0,8,0,,01/01/2012,12/31/2012
"Aesthetic Surgery Centre, PLLC",50C0001206,1821379538,Tacoma,WA,98405,YES,898,0,293,0,0,605,0,,01/01/2012,12/31/2012
Spokane Eye Clinic,50C0001022,1831165331,Spokane,WA,99204,YES,6120,0,6120,0,0,0,0,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",50C0001144,1831366517,Spokane,WA,99202,YES,1999,0,1999,0,0,0,0,,01/01/2012,12/31/2012
The Columbia River Eye Surgery Center,50C0001210,1841378056,Richland,WA,99352,YES,401,0,401,0,0,0,0,,01/01/2012,12/31/2012
"Tri-City Orthopaedic Center, LLC",50C0001205,1851371611,Richland,WA,99352,YES,3570,0,0,1865,1705,0,0,,01/01/2012,12/31/2012
Inland Empire Endoscopy Center,50C0001025,1851391783,Spokane,WA,99204,YES,2034,2034,0,0,0,0,0,,01/01/2012,12/31/2012
Northwest Eye Surgeons,50C0001294,1881928976,Mt. Vernon,WA,98273,YES,2079,0,2079,0,0,0,0,,01/01/2012,12/31/2012
Narrows Eye Surgery Center,50C0001234,1891722609,Tacoma,WA,98405,YES,576,0,514,0,0,62,0,,01/01/2012,12/31/2012
Fogel Endoscopy Center,50C0001160,1891754271,Federal Way,WA,98003,YES,7917,7917,0,0,0,0,0,,01/01/2012,12/31/2012
Minor & James Medical PLLC,50C0001070,1891776233,Seattle,WA,98104,YES,4854,4854,0,0,0,0,0,,01/01/2012,12/31/2012
Aesthetic and General Dermatology of Seattle,50C0001301,1902043284,Burien,WA,98168,YES,140,0,0,0,0,140,0,,01/01/2012,12/31/2012
Spokane Surgery Center,50C0001020,1902864879,Spokane Vall,WA,99206,YES,271,0,0,0,269,2,0,,01/01/2012,12/31/2012
Eye Surgery of Edmonds,50C0001288,1912167842,Edmonds,WA,98026,YES,342,0,342,0,0,0,0,,01/01/2012,12/31/2012
Rockwood Clinic PS,50C0001024,1912252693,Spokane,WA,99202,YES,699,0,699,0,0,0,0,,01/01/2012,12/31/2012
Northwest Eye Surgeons,50C0001285,1922259555,Renton,WA,98057,YES,794,0,794,0,0,0,0,,01/01/2012,12/31/2012
"Northwest Foot & Ankle Associates, PS",50C0001032,1942339049,Edmonds,WA,98026,YES,27,0,0,0,25,2,0,,01/01/2012,12/31/2012
"Vincent Muoneke, MD PS",50C0001282,1942593165,Burien,WA,98166,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001086,1952340036,Kirkland,WA,98034,YES,510,510,0,0,0,0,0,,01/01/2012,12/31/2012
North Kitsap Ambulatory Surgery Center,50C0001013,1962402503,Poulsbo,WA,98370,YES,5780,673,2688,2108,171,128,12,,01/01/2012,12/31/2012
The Everett Clinic Trask Surgery Center,50C0001208,1962499913,Everett,WA,98201,YES,5501,180,1464,3316,456,84,1,,01/01/2012,12/31/2012
The Polyclinic,50C0001040,1962506618,Seattle,WA,98122,YES,9677,7893,330,104,784,0,566,,01/01/2012,12/31/2012
"Foot and Ankle Surgery Associates, Inc. PS",50C0001276,1962675520,Centralia,WA,98531,YES,48,0,0,0,48,0,0,,01/01/2012,12/31/2012
"Proliance Surgeons, Inc. P.S.",50C0001229,1972565745,Puyallup,WA,98374,YES,1837,0,0,717,1112,8,0,,01/01/2012,12/31/2012
Physicians Eye Surgery Center,50C0001019,1982626974,Everett,WA,98201,YES,1209,0,1208,0,0,1,0,,01/01/2012,12/31/2012
Northwest Surgery Center,50C0001027,1982745568,Spokane,WA,99205,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
"Cascade Regional Eye Center, Inc.",50C0001063,1982788220,Arlington,WA,98223,YES,1380,0,1380,0,0,0,0,,01/01/2012,12/31/2012
Sunrise Endoscopy Center,50C0001284,1982853271,Puyallup,WA,98374,YES,4401,4401,0,0,0,0,0,,01/01/2012,12/31/2012
"Eastside Endoscopy Center, PLLC",50C0001093,1992702443,Bellevue,WA,98004,YES,9912,9912,0,0,0,0,0,,01/01/2012,12/31/2012
Waldron Endoscopy Center,50C0001126,1992765986,Tacoma,WA,98405,YES,10453,10453,0,0,0,0,0,,01/01/2012,12/31/2012
"The Orthopaedic Surgery Center, LLC",52C0001074,1003976929,Waukesha,WI,53188,YES,1541,0,0,0,1541,0,0,,01/01/2012,12/31/2012
Mayfair Digestive Health Center,52C0001053,1013984657,Wauwatosa,WI,53226,YES,4059,4059,0,0,0,0,0,,01/01/2012,12/31/2012
Manitowoc Surgery Center,52C0001072,1033140397,Manitowoc,WI,54220,YES,1259,407,0,489,361,2,0,,01/01/2012,12/31/2012
Fvosa Surgical Partners,52C0001065,1043254162,Appleton,WI,54913,YES,2035,0,0,612,1420,3,0,,01/01/2012,12/31/2012
"Pain Centers of Wisconsin - Wauwatosa, LLC",52C0001100,1043579741,Wauwatosa,WI,53226,YES,37,0,0,32,5,0,0,,01/01/2012,12/31/2012
"Prohealth Aligned, LLC",52C0001086,1053562959,Waukesha,WI,53188,YES,2383,121,930,76,121,24,1111,,01/01/2012,12/31/2012
Bone and Joint Outpatient Surgery Center,52C0001081,1053585125,Wausau,WI,54401,NO,3785,0,0,3002,783,0,0,,01/01/2012,12/31/2012
"Pain Centers of Wisconsin - Franklin, LLC",52C0001088,1083948707,Franklin,WI,53132,YES,1942,0,0,1888,54,0,0,,01/01/2012,12/31/2012
